artistId,genreId
1,1
1,2
1,3
1,4
4,6
7,7
8,8
12,9
19,10
19,11
19,12
19,13
20,14
20,15
22,16
22,17
22,18
29,19
39,20
39,21
42,15
45,22
45,23
47,24
53,25
55,26
61,14
61,10
63,15
76,27
76,28
80,15
80,29
81,30
81,31
84,32
84,13
84,33
88,20
88,34
88,35
88,19
88,36
88,15
88,13
88,23
89,37
89,38
89,39
90,40
93,1
93,2
97,41
97,42
97,43
97,44
98,29
99,45
99,46
100,20
100,38
100,13
100,47
102,48
103,43
103,49
105,50
106,49
106,13
106,33
111,51
112,52
112,2
112,53
112,54
112,4
117,1
117,55
117,25
117,56
117,57
117,38
117,58
117,59
117,60
122,20
122,38
124,39
125,38
125,61
125,39
126,48
128,39
131,19
134,22
134,62
137,19
139,20
139,63
139,36
139,15
139,13
139,22
139,23
140,39
141,64
142,20
142,25
142,38
142,13
142,29
144,47
145,43
145,13
145,65
145,66
145,67
145,68
145,33
146,38
146,39
146,59
147,69
148,13
148,70
148,33
149,71
150,57
150,72
150,73
150,74
151,38
154,56
154,75
154,18
155,38
155,59
157,76
159,19
159,59
159,47
162,20
162,38
162,8
162,77
162,36
162,15
162,13
163,78
163,11
163,13
167,7
173,26
173,79
178,80
178,81
178,82
178,23
182,38
182,83
183,84
183,85
184,19
186,2
186,10
186,11
186,36
186,15
186,13
188,80
188,22
188,23
195,8
196,20
196,25
196,78
196,2
196,86
196,77
196,36
196,13
198,19
199,47
200,20
200,25
200,87
200,32
200,38
200,36
200,15
200,13
200,33
201,88
201,89
201,90
205,48
206,39
206,29
207,91
207,92
207,48
213,93
217,13
217,33
219,34
219,19
220,25
220,38
222,23
234,94
234,95
234,96
234,97
234,98
234,99
234,100
234,101
234,102
234,103
235,104
235,105
235,34
235,77
235,13
236,44
236,67
236,68
238,15
240,38
240,39
240,29
154,56
154,75
154,18
242,55
242,25
242,75
242,64
242,106
252,78
252,77
252,13
256,23
258,22
260,39
261,8
262,29
264,107
265,39
265,29
266,11
266,13
266,33
7,7
269,2
269,11
269,12
269,13
271,39
274,39
279,56
279,108
279,60
284,25
284,86
284,10
284,36
284,15
286,20
286,38
286,15
286,13
290,55
290,25
290,56
290,60
292,31
292,25
293,59
295,109
296,110
296,7
296,38
297,13
298,39
300,111
300,47
312,112
319,113
319,114
323,30
323,57
323,115
323,36
323,13
323,33
326,26
326,20
326,15
326,23
328,116
329,117
329,38
329,59
329,118
330,38
330,59
333,31
333,55
333,25
333,40
333,119
336,25
336,56
336,38
336,39
343,120
344,69
344,38
344,59
346,121
346,122
349,29
351,34
351,25
351,123
351,124
351,125
351,126
352,127
352,123
352,38
352,125
352,59
352,118
353,59
362,117
362,122
364,19
365,78
365,19
371,20
371,21
371,38
371,39
372,20
372,39
373,128
373,129
379,44
266,11
266,13
266,33
381,39
381,29
382,7
382,13
383,39
385,8
385,39
386,38
386,13
386,39
387,49
387,13
387,33
389,41
389,49
390,70
391,130
102,48
393,44
393,13
393,131
393,116
394,20
394,10
394,36
394,13
395,83
396,39
397,123
397,38
397,125
397,59
401,69
403,117
403,39
403,59
408,31
408,55
408,25
408,56
408,18
408,60
410,10
410,36
410,15
410,13
411,22
412,56
414,25
414,64
415,56
415,75
415,60
416,86
416,132
417,133
419,20
419,19
419,77
419,83
420,41
424,134
425,135
425,136
433,59
434,127
434,117
434,59
437,37
437,117
437,38
437,39
437,59
438,38
438,59
438,29
439,25
439,56
439,108
439,92
439,38
439,18
439,60
441,47
443,59
447,137
447,138
447,139
447,2
447,140
449,141
449,142
449,143
449,144
449,123
449,145
449,125
449,146
450,142
450,123
450,125
450,126
460,127
460,147
460,148
462,92
463,47
466,39
468,39
468,29
473,39
474,29
475,38
475,39
479,149
479,150
480,151
480,152
499,153
499,154
499,155
501,20
501,47
502,11
502,36
502,15
502,13
502,33
504,156
505,157
506,127
506,147
506,158
507,20
507,38
507,13
507,18
509,159
510,31
510,55
510,25
510,56
513,25
513,75
513,64
521,39
521,29
525,2
525,14
525,11
525,13
526,84
526,70
530,56
531,31
531,25
531,119
536,75
537,1
537,160
537,152
537,106
538,1
538,161
242,55
242,25
242,75
242,64
242,106
551,153
551,154
556,51
557,89
557,38
557,125
557,59
558,117
558,38
558,39
474,29
560,64
560,122
563,162
567,163
570,20
570,164
570,77
570,36
575,150
576,165
578,56
578,123
578,145
578,57
578,38
578,125
578,60
579,38
579,125
579,59
581,14
581,11
581,13
581,33
585,166
585,8
587,38
587,59
587,47
596,26
598,8
599,111
260,39
603,2
603,89
603,167
606,47
608,168
608,169
616,38
616,170
616,39
616,47
617,117
617,38
617,59
618,132
622,171
622,56
634,82
634,23
637,172
639,127
639,123
639,145
639,173
639,125
640,174
642,117
642,38
642,59
644,47
240,38
240,39
240,29
646,144
646,39
647,7
654,15
658,175
659,37
659,176
659,177
663,124
664,124
664,125
664,178
664,59
665,179
665,180
665,181
665,182
665,183
668,117
668,38
668,125
668,59
670,49
671,127
671,123
671,145
671,38
671,184
671,125
671,170
671,59
673,38
673,47
675,82
675,23
677,17
677,67
677,182
678,43
679,185
681,186
682,187
682,188
682,59
685,70
686,189
686,123
686,145
686,190
686,191
686,38
686,192
687,80
687,91
687,44
687,13
687,33
688,39
693,87
693,75
694,47
468,39
468,29
705,26
705,19
706,19
707,47
147,69
711,143
711,127
711,123
711,184
711,125
712,193
718,166
718,48
718,19
719,77
720,20
720,38
720,65
722,8
727,122
728,194
728,38
729,195
387,49
387,13
387,33
731,196
731,197
732,9
734,7
735,198
735,199
738,25
738,44
738,38
738,19
738,170
738,200
739,124
743,201
743,202
743,2
743,4
319,113
319,114
745,44
745,2
745,11
745,36
745,13
748,17
748,64
748,18
752,17
752,63
182,38
182,83
766,203
766,204
766,158
766,205
769,7
769,15
770,206
770,207
771,198
778,32
778,36
778,13
778,208
778,33
781,20
781,25
781,21
781,209
782,55
782,25
782,56
782,18
782,60
790,39
790,29
797,210
797,211
798,212
800,37
800,38
800,39
800,59
800,29
802,213
802,214
802,215
802,216
802,217
806,132
806,50
813,2
813,89
813,11
813,21
813,36
813,13
814,26
814,19
816,85
821,218
821,127
821,53
821,219
821,220
821,221
822,182
823,206
823,169
824,37
824,222
824,123
824,145
824,190
824,38
826,223
829,194
829,224
410,10
410,36
410,15
410,13
832,26
835,47
837,38
837,39
837,59
838,8
720,20
720,38
720,65
841,225
854,119
855,189
856,226
856,167
856,50
858,49
859,42
859,44
860,227
860,11
861,223
862,115
862,45
863,7
868,38
868,125
868,59
878,20
878,38
878,15
879,77
880,25
880,38
880,121
883,26
883,25
883,228
888,38
889,39
889,29
891,117
891,227
893,127
893,125
893,59
895,15
899,117
899,38
899,111
899,59
901,149
903,104
903,229
906,189
906,230
906,123
906,145
906,125
906,170
909,104
909,15
912,231
912,39
913,8
80,15
80,29
916,53
916,167
916,209
916,59
916,232
917,8
917,39
919,108
922,44
922,86
922,233
743,201
743,202
743,2
743,4
938,137
938,189
938,138
938,234
938,2
938,57
938,13
938,235
940,70
941,43
941,34
941,236
941,65
942,11
942,21
942,77
942,13
943,35
943,39
945,177
950,123
950,145
950,38
950,125
950,146
950,170
954,237
955,237
956,237
837,38
837,39
837,59
961,19
961,238
963,123
963,38
963,239
963,59
964,41
964,14
964,11
964,15
964,13
966,39
966,29
972,39
972,29
973,7
976,184
581,14
581,11
581,13
581,33
987,240
991,26
991,25
991,119
103,43
103,49
997,52
998,10
998,11
998,241
998,13
999,91
999,38
999,13
999,33
1007,8
105,50
1011,70
1012,43
942,11
942,21
942,77
942,13
1015,242
1018,243
1020,38
1020,19
1020,170
1024,37
1024,176
1024,177
1026,244
1026,245
1026,246
1026,184
1026,247
1027,187
1027,188
1027,237
1033,10
1033,11
1033,170
1036,77
1038,20
1038,15
1038,248
1038,33
1045,7
1047,35
1051,52
1051,167
1051,239
1051,249
1052,26
1052,19
1052,250
1052,23
1053,127
1054,144
1054,123
1054,145
1054,125
1054,146
1056,125
1056,59
1058,25
1058,125
1058,126
1059,11
1059,182
1059,183
1060,170
1060,182
1060,183
1062,170
1065,87
1065,32
1065,13
1065,33
1069,37
1069,145
1069,38
1069,39
1070,251
1072,252
1072,253
1072,254
1072,169
1074,56
1074,108
1074,92
1074,10
1078,43
1078,115
1078,130
1088,47
1089,37
1089,176
1090,255
1091,37
1091,175
1091,176
1096,78
1096,49
1096,77
1096,13
1098,55
1098,25
1098,75
1098,64
1098,157
1099,31
1099,25
1099,33
1105,123
1105,145
1105,125
1106,195
1109,165
1109,182
1109,183
1110,170
1110,256
1110,182
1110,183
1111,117
1111,123
1111,145
1111,257
1111,38
1111,125
1111,170
1112,39
1117,258
1120,259
1122,193
1122,37
1122,39
1131,260
1131,261
1131,262
1131,263
1131,264
186,2
186,10
186,11
186,36
186,15
186,13
1136,194
1136,117
1136,38
1142,265
1143,39
1144,37
1144,266
1144,176
1150,181
1150,149
1150,267
1150,268
1150,182
371,20
371,21
371,38
371,39
1158,19
1159,125
1159,178
1159,269
1159,59
1160,77
1161,193
1162,34
1162,124
1163,270
1163,170
1163,256
1163,182
1163,183
1164,265
1164,182
1164,183
906,189
906,230
906,123
906,145
906,125
906,170
1169,47
1170,271
1171,92
1069,37
1069,145
1069,38
1069,39
298,39
1177,272
1177,273
1177,274
1177,216
1182,75
1182,60
1185,20
1187,43
1187,49
1189,123
1189,125
1189,146
238,15
1191,39
1191,29
1194,47
1203,275
1204,56
1213,22
1213,23
1215,22
1216,174
1216,144
1216,123
1216,44
1216,145
1216,38
1216,125
1216,146
1216,170
1217,19
1217,170
1220,49
1223,14
1223,11
1223,13
1223,66
1223,33
1224,45
1224,33
940,70
1227,276
1229,193
1229,174
1229,277
1229,239
1229,209
1231,278
1231,262
1231,263
1231,279
1231,280
1235,122
1238,56
1238,60
1239,80
1239,189
1240,11
1240,36
1240,13
1240,33
1241,248
1242,115
1242,15
1248,265
1255,37
1255,175
1255,176
1256,87
1257,222
1257,188
1257,281
1259,165
1262,37
1262,39
1268,111
1268,29
1269,78
1269,282
1269,283
1270,174
1270,143
1270,284
1270,285
1271,182
1271,183
1272,165
1275,39
1276,118
1278,25
1278,15
7,7
1287,30
1287,189
1287,32
1287,36
1287,13
1287,33
1289,50
1291,286
1297,8
1297,70
1297,39
1299,287
1300,288
1301,237
1276,118
1304,117
1304,38
1306,265
1306,289
1309,193
1309,290
1309,38
1314,8
1316,144
1316,123
1316,145
1316,38
1316,125
1316,146
1316,170
1316,200
1318,181
1318,14
1318,11
1318,182
1320,19
1321,92
1321,19
1321,170
1322,291
1322,19
1322,170
1323,59
1329,20
1329,38
1329,15
1329,13
1333,292
1336,8
1340,293
1340,294
1341,237
1344,38
1344,59
1344,47
1354,20
1354,38
1354,39
1355,184
1355,125
1355,126
1355,59
1364,40
53,25
1368,123
1372,65
1373,80
1373,295
1374,36
1374,13
1374,33
1375,174
1375,56
1378,17
1382,59
1383,296
1383,297
1386,37
1386,38
1386,39
1388,49
1388,19
1389,49
1291,286
673,38
673,47
1404,15
1404,126
1406,144
1406,123
1406,145
1406,125
1069,37
1069,145
1069,38
1069,39
1409,26
1410,298
1410,153
1410,154
1411,37
1411,39
1418,15
1418,47
1421,299
1423,300
1423,86
1423,89
1423,301
159,19
159,59
159,47
1427,187
1427,188
1427,237
1229,193
1229,174
1229,277
1229,239
1229,209
1431,302
1432,77
1432,303
1439,195
1059,11
1059,182
1059,183
1444,251
1445,189
1445,81
1445,91
1445,18
1450,304
1450,305
1454,289
1462,117
1462,38
1462,59
1475,42
1475,13
1475,66
1475,33
1478,48
1478,39
1479,292
1480,30
1480,137
1480,1
1480,31
1480,234
1480,57
1491,306
1495,307
1495,115
1505,308
1505,309
1505,310
1505,169
475,38
475,39
1507,145
1507,247
1507,269
1509,127
1509,123
1509,184
1509,125
1510,170
1510,182
1510,183
1511,11
1511,311
1511,170
1511,182
1511,183
1512,311
1513,29
382,7
382,13
1519,87
1519,225
1520,163
1523,43
1525,271
1525,86
1533,63
1536,23
98,29
1540,34
1541,153
297,13
1545,57
1546,25
1546,209
1552,132
1555,29
1272,165
1562,301
1562,177
1563,37
1563,237
1564,37
1564,188
1564,266
1564,312
1564,176
1564,288
1565,237
1570,313
1570,11
1571,314
1571,313
1575,77
1581,91
1581,315
1581,248
1583,30
1583,32
1583,13
1583,33
1591,119
1592,47
1593,31
1593,55
1593,25
1595,248
1599,37
1599,38
1599,39
1600,26
1600,153
1602,37
1602,175
1603,31
1603,55
1603,25
1603,316
1607,317
1608,26
1612,119
1616,85
106,49
106,13
106,33
1618,44
1618,86
